rate,customer_review,reply
FIVE,"Best jjajangmyeon in nyc I’ve tried so far! Will definitely be coming back. So fresh and not overly greasy like a lot of other places. Kkanpung saeu was also crispy and delicious.","Thank you for your kind words about our jjajangmyeon and kkanpung saeu! We are delighted to hear that you enjoyed your visit to Hainan 하이난 in Flushing. We strive to provide the freshest and most delicious food to our customers and we are glad that we could meet your expectations. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to leave a 5-star rating for Iron Age Halcyon in Alpharetta. We appreciate your support and are thrilled to hear that you had a positive experience. We look forward to seeing you again soon! #IronAgeHalcyon #Alpharetta #5StarRating #CustomerSatisfaction"
FIVE,"The food and service are top notch.  Our server Jacob is attentive and gave great service.","Thank you for your kind words! We're thrilled to hear that you had such a great experience with our server Jacob. We strive to provide top-notch quality food and service, and we're glad to know that we've achieved that goal. We hope to welcome you back soon!"
FIVE,"no comment","Thank you for your 5-star rating of Witch Topokki in Flushing. We appreciate your support and are grateful for your feedback. Your satisfaction is our priority and we look forward to seeing you again soon. #WitchTopokki #Flushing"
FIVE,"First time trying korean hotpot and it was all worth it. Came here hungry and went home very satisfied.","Thank you for your positive review! We are delighted to hear that you had a great experience trying our Korean hotpot. Here at Witch Topokki, we strive to provide our customers with the best quality food and service. We hope that you will come back soon and enjoy our delicious dishes again!"
FIVE,"Food is very satisfying, different toppokis, umlimited korean ramen and many more. Will definitely come back and bring more friends next time.","Thank you for your wonderful review! We are delighted to hear that you enjoyed your experience with us and that you plan to return with more friends. We strive to provide the best quality food and service to our customers, and we are glad that you found satisfaction in our offerings. We look forward to seeing you again soon!"
FIVE,"food is great. there are a lot of food options.  highly recommended.","Thank you so much for your kind words! We are so pleased to hear that you enjoyed our food options and that you would recommend us to others. We strive to provide the best possible experience to all of our customers and we are glad that we could do that for you. Thank you for your support!"
FIVE,"I loved the service and the food was yummy along with the fried food buffet","Thank you so much for your kind words! We are delighted that you enjoyed our food and service. We strive to provide delicious and authentic Korean cuisine for our customers, and we are glad that you had a positive experience. We hope to see you again soon at Witch Topokki in Flushing!"
FIVE,"All you can eat! Delicious. Yum.","Thank you for your positive review of Witch Topokki in Flushing! We are so glad that you enjoyed our all-you-can-eat menu and found the food delicious. We strive to provide the best quality and tastiest food possible and are thrilled that you enjoyed your experience. We look forward to seeing you again soon!"
FIVE,"Fantastic experience, one to never forget and great staff.","Thank you for your kind words about Witch Topokki in Flushing! We are so pleased to hear that you had an unforgettable experience with us and our staff. We strive to provide the best service and quality food to all of our customers. We look forward to seeing you again soon!"
FIVE,"Staff is friendly, there’s a free parking at the back which is truly a plus! This is my 2nd time since they opened, and i can vouch you will get your money’s worth. It’s a perfect bonding time with friends or that special someone. A must!","Thank you so much for your kind words! We are delighted to hear that you had a wonderful experience with us and that you enjoyed your time with friends or that special someone. We strive to provide our customers with an enjoyable and memorable experience every time they visit us. We look forward to seeing you again soon!"
FIVE,"Food is really delicious. This is our first time here and we really enjoyed food and vibe","Thank you for your kind words about Witch Topokki in Flushing! We are delighted to hear that you enjoyed your first experience with us and that our food was delicious. We strive to provide our guests with the best Korean dining experience and we are glad that we were able to meet your expectations. We look forward to seeing you again soon!"
